rfc_number	title	status	abstract	url
2219	Use of DNS Aliases for Network Services	bcp	It has become a common practice to use symbolic names (usually CNAMEs) in the Domain Name Service (DNS - [RFC-1034, RFC-1035]) to refer to network services such as anonymous FTP [RFC-959] servers, Gopher [RFC- 1436] servers, and most notably World-Wide Web HTTP [RFC-1945] servers.  This is desirable 	https://www.rfc-editor.org/rfc/rfc2219
2220	The Application/MARC Content-type	inf	This memorandum provides a mechanism for representing objects which are files of Machine-Readable Cataloging records (MARC).  The MARC formats are standards for the representation and communication of bibliographic and related information.  A MARC record contains metadata for an information resource 	https://www.rfc-editor.org/rfc/rfc2220
2221	IMAP4 Login Referrals	ps	When dealing with large amounts of users and many IMAP4 [RFC-2060] servers, it is often necessary to move users from one IMAP4 server to another.  Login referrals allow clients to transparently connect to an alternate IMAP4 server, if their home IMAP4 server has changed. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2221
2222	Simple Authentication and Security Layer (SASL)	ps	This document describes a method for adding authentication support to connection-based protocols. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2222
2223	Instructions to RFC Authors	inf	This Request for Comments (RFC) provides information about the preparation of RFCs, and certain policies relating to the publication of RFCs.  This memo provides information for the Internet community.  This memo does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2223
2224	NFS URL Scheme	inf	"A new URL scheme, 'nfs' is defined.  It is used to refer to files and directories on NFS servers using the general URL syntax defined in RFC 1738, ""Uniform Resource Locators (URL)"".  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind."	https://www.rfc-editor.org/rfc/rfc2224
2225	Classical IP and ARP over ATM	ps	This memo defines an initial application of classical IP and ARP in an Asynchronous Transfer Mode (ATM) network environment configured as a Logical IP Subnetwork (LIS). [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2225
2226	IP Broadcast over ATM Networks	ps	This memo describes how the IP multicast service being developed by the IP over ATM working group may be used to support IP broadcast transmission. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2226
2227	Simple Hit-Metering and Usage-Limiting for HTTP	ps	"This document proposes a simple extension to HTTP, using a new ""Meter"" header. [STANDARDS-TRACK]"	https://www.rfc-editor.org/rfc/rfc2227
2228	FTP Security Extensions	ps	This document defines extensions to the FTP specification STD 9, RFC	https://www.rfc-editor.org/rfc/rfc2228
2229	A Dictionary Server Protocol	inf	The Dictionary Server Protocol (DICT) is a TCP transaction based query/response protocol that allows a client to access dictionary definitions from a set of natural language dictionary databases.  This memo provides information for the Internet community.  It does not specify an Internet standard of 	https://www.rfc-editor.org/rfc/rfc2229
2230	Key Exchange Delegation Record for the DNS	inf	This note describes a mechanism whereby authorisation for one node to act as key exchanger for a second node is delegated and made available via the Secure DNS.  This mechanism is intended to be used only with the Secure DNS.  This memo provides information for the Internet community.  It does not sp	https://www.rfc-editor.org/rfc/rfc2230
2231	MIME Parameter Value and Encoded Word Extensions: Character Sets, Languages, and Continuations	ps	This memo defines extensions to the RFC 2045 media type and RFC 2183 disposition parameter value mechanisms.  This memo also defines an extension to the encoded words defined in RFC 2047 to allow the specification of the language to be used for display as well as the character set. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2231
2232	Definitions of Managed Objects for DLUR using SMIv2	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it defines objects for monitoring and controlling network devices with DLUR (Dependent LU Requester) capabilities.  This memo identifies managed ob	https://www.rfc-editor.org/rfc/rfc2232
2233	The Interfaces Group MIB using SMIv2	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes managed objects used for managing Network Interfaces. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2233
2234	Augmented BNF for Syntax Specifications: ABNF	ps	In the early days of the Arpanet, each specification contained its own definition of ABNF.  This included the email specifications, RFC733 and then RFC822 which have come to be the common citations for defining ABNF.  The current document separates out that definition, to permit selective reference. 	https://www.rfc-editor.org/rfc/rfc2234
2235	Hobbes' Internet Timeline	inf	This document presents a history of the Internet in timeline fashion, highlighting some of the key events and technologies which helped shape the Internet as we know it today.  A growth summary of the Internet and some associated technologies is also included.  This memo provides information for the 	https://www.rfc-editor.org/rfc/rfc2235
2236	Internet Group Management Protocol, Version 2	ps	This memo documents IGMPv2, used by IP hosts to report their multicast group memberships to routers.  It updates STD 5, RFC 1112. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2236
2237	Japanese Character Encoding for Internet Messages	inf	"This memo defines an encoding scheme for the Japanese Characters, describes ""ISO-2022-JP-1"", which is used in electronic mail [RFC-822], and network news [RFC 1036].  Also this memo provides a listing of the Japanese Character Set that can be used in this encoding scheme.  This memo provides informat"	https://www.rfc-editor.org/rfc/rfc2237
2238	Definitions of Managed Objects for HPR using SMIv2	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it defines objects for monitoring and controlling network devices with HPR (High Performance Routing) capabilities.  This memo identifies managed o	https://www.rfc-editor.org/rfc/rfc2238
2239	Definitions of Managed Objects for IEEE 802.3 Medium Attachment Units (MAUs) using SMIv2	ps	"This memo defines an portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it defines objects for managing 10 and 100 Mb/second Medium Attachment Units (MAUs) based on IEEE Std 802.3 Section 30, ""10 & 100 Mb/s Management,"	https://www.rfc-editor.org/rfc/rfc2239
2240	A Legal Basis for Domain Name Allocation	inf	The purpose of this memo is to focus discussion on the particular problems with the exhaustion of the top level domain space in the Internet and the possible conflicts that can occur when multiple organisations are vying for the same name.  This memo provides information for the Internet community.  	https://www.rfc-editor.org/rfc/rfc2240
2241	DHCP Options for Novell Directory Services	ps	This document defines three new DHCP options for delivering configuration information to clients of the Novell Directory Services.  This document defines three new DHCP options for delivering configuration information to clients of the Novell Directory Services. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2241
2242	NetWare/IP Domain Name and Information	ps	This document defines options that carry NetWare/IP domain name and NetWare/IP sub-options to DHCP clients. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2242
2243	OTP Extended Responses	ps	This document provides a specification for a type of response to an OTP [RFC 1938] challenge that carries explicit indication of the response's encoding.  This document also provides a specification for a response that allows an OTP generator to request that a server re-initialize a sequence and chan	https://www.rfc-editor.org/rfc/rfc2243
2244	ACAP -- Application Configuration Access Protocol	ps	The Application Configuration Access Protocol (ACAP) is designed to support remote storage and access of program option, configuration and preference information. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2244
2245	Anonymous SASL Mechanism	ps	As plaintext login commands are not permitted in new IETF protocols, a new way to provide anonymous login is needed within the context of the SASL [SASL] framework. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2245
2246	The TLS Protocol Version 1.0	hist	This document specifies Version 1.0 of the Transport Layer Security (TLS) protocol.  The TLS protocol provides communications privacy over the Internet.  The protocol allows client/server applications to communicate in a way that is designed to prevent eavesdropping, tampering, or message forgery.	https://www.rfc-editor.org/rfc/rfc2246
2247	Using Domains in LDAP/X.500 Distinguished Names	ps	This document defines an algorithm by which a name registered with the Internet Domain Name Service [2] can be represented as an LDAP distinguished name. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2247
2248	Network Services Monitoring MIB	ps	This MIB may be used on its own for any application, and for most simple applications this will suffice.  This MIB is also designed to serve as a building block which can be used in conjunction with application- specific monitoring and management. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2248
2249	Mail Monitoring MIB	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  Specifically, this memo extends the basic Network Services Monitoring MIB [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2249
2250	RTP Payload Format for MPEG1/MPEG2 Video	ps	This memo describes a packetization scheme for MPEG video and audio streams. [STANDARDS-TRACK] The purpose of this document is to express the general Internet community's expectations of Computer Security Incident Response Teams (CSIRTs).  It is not possible to define a set of requirements that would	https://www.rfc-editor.org/rfc/rfc2250
2251	Lightweight Directory Access Protocol (v3)	ps	The protocol described in this document is designed to provide access to directories supporting the X.500 models, while not incurring the resource requirements of the X.500 Directory Access Protocol (DAP). [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2251
2252	Lightweight Directory Access Protocol (v3): Attribute Syntax Definitions	ps	This document defines a set of syntaxes for LDAPv3, and the rules by which attribute values of these syntaxes are represented as octet strings for transmission in the LDAP protocol. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2252
2253	Lightweight Directory Access Protocol (v3): UTF-8 String Representation of Distinguished Names	ps	This specification defines the string format for representing names, which is designed to give a clean representation of commonly used distinguished names, while being able to represent any distinguished name. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2253
2254	The String Representation of LDAP Search Filters	ps	This document defines a human-readable string format for representing LDAP search filters. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2254
2255	The LDAP URL Format	ps	This document describes a format for an LDAP Uniform Resource Locator. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2255
2256	A Summary of the X.500(96) User Schema for use with LDAPv3	ps	This document provides an overview of the attribute types and object classes defined by the ISO and ITU-T committees in the X.500 documents, in particular those intended for use by directory clients. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2256
2257	Agent Extensibility (AgentX) Protocol Version 1	ps	This memo defines a standardized framework for extensible SNMP agents.  It defines processing entities called master agents and subagents, a protocol (AgentX) used to communicate between them, and the elements of procedure by which the extensible agent processes SNMP protocol messages. [STANDARDS-TRA	https://www.rfc-editor.org/rfc/rfc2257
2258	Internet Nomenclator Project	inf	The goal of the Internet Nomenclator Project is to integrate the hundreds of publicly available CCSO servers from around the world.  This document provides an overview of the Nomenclator system, describes how to register a CCSO server in the Internet Nomenclator Project, and how to use the Nomenclato	https://www.rfc-editor.org/rfc/rfc2258
2259	Simple Nomenclator Query Protocol (SNQP)	inf	The Simple Nomenclator Query Protocol (SNQP) allows a client to communicate with a descriptive name service or other relational-style query service.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind	https://www.rfc-editor.org/rfc/rfc2259
2260	Scalable Support for Multi-homed Multi-provider Connectivity	inf	This document describes addressing and routing strategies for multi- homed enterprises attached to multiple Internet Service Providers (ISPs) that are intended to reduce the routing overhead due to these enterprises in the global Internet routing system.  This memo provides information for the Intern	https://www.rfc-editor.org/rfc/rfc2260
2261	An Architecture for Describing SNMP Management Frameworks	ps	This document describes an architecture for describing SNMP Management Frameworks.  The architecture is designed to be modular to allow the evolution of the SNMP protocol standards over time. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2261
2262	Message Processing and Dispatching for the Simple Network Management Protocol (SNMP)	ps	This document describes the Message Processing and Dispatching for SNMP messages within the SNMP architecture [RFC2261].  It defines the procedures for dispatching potentially multiple versions of SNMP messages to the proper SNMP Message Processing Models, and for dispatching PDUs to SNMP application	https://www.rfc-editor.org/rfc/rfc2262
2263	SNMPv3 Applications	ps	This memo describes five types of SNMP applications which make use of an SNMP engine as described in [RFC2261].  The types of application described are Command Generators, Command Responders, Notification Originators, Notification Receivers, and Proxy Forwarders.  This memo also defines MIB modules f	https://www.rfc-editor.org/rfc/rfc2263
2264	User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3)	ps	This document describes the User-based Security Model (USM) for SNMP version 3 for use in the SNMP architecture [RFC2261].  It defines the Elements of Procedure for providing SNMP message level security.  This document also includes a MIB for remotely monitoring/managing the configuration parameters 	https://www.rfc-editor.org/rfc/rfc2264
2265	View-based Access Control Model (VACM) for the Simple Network Management Protocol (SNMP)	ps	This document describes the View-based Access Control Model for use in the SNMP architecture [RFC2261].  It defines the Elements of Procedure for controlling access to management information.  This document also includes a MIB for remotely managing the configuration parameters for the View-based Acce	https://www.rfc-editor.org/rfc/rfc2265
2266	Definitions of Managed Objects for IEEE 802.12 Repeater Devices	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in TCP/IP-based internets.  In particular, it defines objects for managing network repeaters based on IEEE 802.12. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2266
2267	Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address Spoofing	inf	This paper discusses a simple, effective, and straightforward method for using ingress traffic filtering to prohibit DoS attacks which use forged IP addresses to be propagated from 'behind' an Internet Service Provider's (ISP) aggregation point.  This memo provides information for the Internet commun	https://www.rfc-editor.org/rfc/rfc2267
2268	A Description of the RC2(r) Encryption Algorithm	inf	This memo describes a conventional (secret-key) block encryption algorithm, called RC2, which may be considered as a proposal for a DES replacement.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2268
2269	Using the MARS Model in non-ATM NBMA Networks	inf	This document is intended to state the obvious equivalences, and explain the less obvious implications.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2269
2270	Using a Dedicated AS for Sites  Homed to a Single Provider	inf	With the increased growth of the Internet, the number of customers using BGP4 has grown significantly.  RFC1930 outlines a set of guidelines for when one needs and should use an AS.  However, the customer and service provider (ISP) are left with a problem as a result of this in that while there is no	https://www.rfc-editor.org/rfc/rfc2270
2271	An Architecture for Describing SNMP Management Frameworks	ps	This document describes an architecture for describing SNMP Management Frameworks.  The architecture is designed to be modular to allow the evolution of the SNMP protocol standards over time. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2271
2272	Message Processing and Dispatching for the Simple Network Management Protocol (SNMP)	ps	This document describes the Message Processing and Dispatching for SNMP messages within the SNMP architecture [RFC2271].  It defines the procedures for dispatching potentially multiple versions of SNMP messages to the proper SNMP Message Processing Models, and for dispatching PDUs to SNMP application	https://www.rfc-editor.org/rfc/rfc2272
2273	SNMPv3 Applications	ps	This memo describes five types of SNMP applications which make use of an SNMP engine as described in [RFC2261].  The types of application described are Command Generators, Command Responders, Notification Originators, Notification Receivers, and Proxy Forwarders.  This memo also defines MIB modules f	https://www.rfc-editor.org/rfc/rfc2273
2274	User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3)	ps	This document describes the User-based Security Model (USM) for SNMP version 3 for use in the SNMP architecture [RFC2261].  It defines the Elements of Procedure for providing SNMP message level security.  This document also includes a MIB for remotely monitoring/managing the configuration parameters 	https://www.rfc-editor.org/rfc/rfc2274
2275	View-based Access Control Model (VACM) for the Simple Network Management Protocol (SNMP)	ps	This document describes the View-based Access Control Model for use in the SNMP architecture [RFC2261].  It defines the Elements of Procedure for controlling access to management information.  This document also includes a MIB for remotely managing the configuration parameters for the View-based Acce	https://www.rfc-editor.org/rfc/rfc2275
2276	Architectural Principles of Uniform Resource Name Resolution	inf	This document addresses the issues of the discovery of URN (Uniform Resource Name) resolver services that in turn will directly translate URNs into URLs (Uniform Resource Locators) and URCs (Uniform Resource Characteristics).  This memo provides information for the Internet community.  It does not sp	https://www.rfc-editor.org/rfc/rfc2276
2277	IETF Policy on Character Sets and Languages	bcp	This document is the current policies being applied by the Internet Engineering Steering Group (IESG) towards the standardization efforts in the Internet Engineering Task Force (IETF) in order to help Internet protocols fulfill these requirements.  This document specifies an Internet Best Current Pra	https://www.rfc-editor.org/rfc/rfc2277
2278	IANA Charset Registration Procedures	inf	MIME [RFC-2045, RFC-2046, RFC-2047, RFC-2184] and various other modern Internet protocols are capable of using many different charsets.  This in turn means that the ability to label different charsets is essential.  This registration procedure exists solely to associate a specific name or names with 	https://www.rfc-editor.org/rfc/rfc2278
2279	UTF-8, a transformation format of ISO 10646	ds	UTF-8, the object of this memo, has the characteristic of preserving the full US-ASCII range, providing compatibility with file systems, parsers and other software that rely on US-ASCII values but are transparent to other values.  This memo updates and replaces RFC 2044, in particular addressing the 	https://www.rfc-editor.org/rfc/rfc2279
2280	Routing Policy Specification Language (RPSL)	ps	This memo is the reference document for the Routing Policy Specification Language (RPSL).  RPSL allows a network operator to be able to specify routing policies at various levels in the Internet hierarchy; for example at the Autonomous System (AS) level.  At the same time, policies can be specified w	https://www.rfc-editor.org/rfc/rfc2280
2281	Cisco Hot Standby Router Protocol (HSRP)	inf	The memo specifies the Hot Standby Router Protocol (HSRP).  The goal of the protocol is to allow hosts to appear to use a single router and to maintain connectivity even if the actual first hop router they are using fails.  This memo provides information for the Internet community.  It does not speci	https://www.rfc-editor.org/rfc/rfc2281
2282	IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees	inf	The process by which the members of the IAB and IESG are selected, confirmed, and recalled is specified.  This document specifies an Internet Best Current Practices for the Internet Community, and requests discussion and suggestions for improvements.	https://www.rfc-editor.org/rfc/rfc2282
2283	Multiprotocol Extensions for BGP-4	ps	This document defines extensions to BGP-4 to enable it to carry routing information for multiple Network Layer protocols (e.g., IPv6, IPX, etc...).  The extensions are backward compatible - a router that supports the extensions can interoperate with a router that doesn't support the extensions. [STAN	https://www.rfc-editor.org/rfc/rfc2283
2284	PPP Extensible Authentication Protocol (EAP)	ps	The Point-to-Point Protocol (PPP) provides a standard method for transporting multi-protocol datagrams over point-to-point links.  PPP also defines an extensible Link Control Protocol, which allows negotiation of an Authentication Protocol for authenticating its peer before allowing Network Layer pro	https://www.rfc-editor.org/rfc/rfc2284
2285	Benchmarking Terminology for LAN Switching Devices	inf	This document is intended to provide terminology for the benchmarking of local area network (LAN) switching devices.  It extends the terminology already defined for benchmarking network interconnect devices in RFCs 1242 and 1944 to switching devices.  This memo provides information for the Internet c	https://www.rfc-editor.org/rfc/rfc2285
2286	Test Cases for HMAC-RIPEMD160 and HMAC-RIPEMD128	inf	This document provides two sets of test cases for HMAC-RIPEMD160 and HMAC-RIPEMD128.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2286
2287	Definitions of System-Level Managed Objects for Applications	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes a basic set of managed objects for fault, configuration and performance management of applications from a systems perspective. [STANDA	https://www.rfc-editor.org/rfc/rfc2287
2288	Using Existing Bibliographic Identifiers as Uniform Resource Names	inf	This document discusses how three major bibliographic identifiers (the ISBN, ISSN and SICI) can be supported within the URN framework and the currently proposed syntax for URNs.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2288
2289	A One-Time Password System	std	This document describes a one-time password authentication system (OTP).  The system provides authentication for system access (login) and other applications requiring authentication that is secure against passive attacks based on replaying captured reusable passwords. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2289
2290	Mobile-IPv4 Configuration Option for PPP IPCP	ps	Mobile IP [RFC 2002] defines media-independent procedures by which a Mobile Node can maintain existing transport and application-layer connections despite changing its point-of-attachment to the Internet and without changing its IP address.  PPP [RFC 1661] provides a standard method for transporting 	https://www.rfc-editor.org/rfc/rfc2290
2291	Requirements for a Distributed Authoring and Versioning Protocol for the World Wide Web	inf	This document presents a list of features in the form of requirements for a Web Distributed Authoring and Versioning protocol which, if implemented, would improve the efficiency of common remote editing operations, provide a locking mechanism to prevent overwrite conflicts, improve link management su	https://www.rfc-editor.org/rfc/rfc2291
2292	Advanced Sockets API for IPv6	inf	"The current document defines some the ""advanced"" features of the sockets API that are required for applications to take advantage of additional features of IPv6.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind."	https://www.rfc-editor.org/rfc/rfc2292
2293	Representing Tables and Subtrees in the X.500 Directory	ps	This document defines techniques for representing two types of information mapping in the OSI Directory: Mapping from a key to a value (or set of values), as might be done in a table lookup, and mapping from a distinguished name to an associated value (or values), where the values are not defined by 	https://www.rfc-editor.org/rfc/rfc2293
2294	Representing the O/R Address hierarchy in the X.500 Directory Information Tree	ps	This document defines a representation of the O/R Address hierarchy in the Directory Information Tree. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2294
2295	Transparent Content Negotiation in HTTP	exp	HTTP allows web site authors to put multiple versions of the same information under a single URL.  Transparent content negotiation is an extensible negotiation mechanism, layered on top of HTTP, for automatically selecting the best version when the URL is accessed.  This enables the smooth deployment	https://www.rfc-editor.org/rfc/rfc2295
2296	HTTP Remote Variant Selection Algorithm -- RVSA/1.0	hist	HTTP allows web site authors to put multiple versions of the same information under a single URL.  Transparent content negotiation is a mechanism for automatically selecting the best version when the URL is accessed.  A remote variant selection algorithm can be used to speed up the transparent negoti	https://www.rfc-editor.org/rfc/rfc2296
2297	Ipsilon's General Switch Management Protocol Specification Version 2.0	inf	This memo specifies enhancements to the General Switch Management Protocol (GSMP) [RFC1987].  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2297
2298	An Extensible Message Format for Message Disposition Notifications	ps	This memo defines a MIME content-type that may be used by a mail user agent (UA) or electronic mail gateway to report the disposition of a message after it has been sucessfully delivered to a recipient. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2298
2299	Request for Comments Summary	inf		https://www.rfc-editor.org/rfc/rfc2299
2300	Internet Official Protocol Standards	hist	A discussion of the standardization process and the RFC document series is presented first, followed by an explanation of the terms.  Sections 6.2 - 6.10 contain the lists of protocols in each stage of standardization.  Finally are pointers to references and contacts for further information. [STANDAR	https://www.rfc-editor.org/rfc/rfc2300
2301	File Format for Internet Fax	ps	This document describes the TIFF (Tag Image File Format) representation of image data specified by the ITU-T Recommendations for black-and-white and color facsimile. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2301
2302	Tag Image File Format (TIFF) - image/tiff MIME Sub-type Registration	ps	This document describes the registration of the MIME sub-type image/tiff. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2302
2303	Minimal PSTN address format in Internet Mail	ps	This memo describes the MINIMAL addressing method to encode PSTN addresses into e-mail addresses and the standard extension mechanism to allow definition of further standard elements. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2303
2304	Minimal FAX address format in Internet Mail	ps	This memo describes the MINIMAL addressing method and standard extensions to encode FAX addresses in e-mail addresses. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2304
2305	A Simple Mode of Facsimile Using Internet Mail	ps	"This specification provides for ""simple mode"" carriage of facsimile data over the Internet. [STANDARDS-TRACK]"	https://www.rfc-editor.org/rfc/rfc2305
2306	Tag Image File Format (TIFF) - F Profile for Facsimile	inf	This document describes in detail the definition of TIFF-F that is used to store facsimile images.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2306
2307	An Approach for Using LDAP as a Network Information Service	exp	This document describes an experimental mechanism for mapping entities related to TCP/IP and the UNIX system into X.500 entries so that they may be resolved with the Lightweight Directory Access Protocol [RFC2251].  This memo defines an Experimental Protocol for the Internet community.  It does not s	https://www.rfc-editor.org/rfc/rfc2307
2308	Negative Caching of DNS Queries (DNS NCACHE)	ps	RFC1034 provided a description of how to cache negative responses.  It however had a fundamental flaw in that it did not allow a name server to hand out those cached responses to other resolvers, thereby greatly reducing the effect of the caching.  This document addresses issues raise in the light of	https://www.rfc-editor.org/rfc/rfc2308
2309	Recommendations on Queue Management and Congestion Avoidance in the Internet	inf	This memo presents two recommendations to the Internet community concerning measures to improve and preserve Internet performance.  It presents a strong recommendation for testing, standardization, and widespread deployment of active queue management in routers, to improve the performance of today's 	https://www.rfc-editor.org/rfc/rfc2309
2310	The Safe Response Header Field	hist	This document defines a HTTP response header field called Safe, which can be used to indicate that repeating a HTTP request is safe.  Such an indication will allow user agents to handle retries of some safe requests, in particular safe POST requests, in a more user-friendly way.	https://www.rfc-editor.org/rfc/rfc2310
2311	S/MIME Version 2 Message Specification	hist	This document describes a protocol for adding cryptographic signature and encryption services to MIME data.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2311
2312	S/MIME Version 2 Certificate Handling	hist	This memo describes the mechanisms S/MIME uses to create and validate keys using certificates.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2312
2313	PKCS #1: RSA Encryption Version 1.5	inf	This document describes a method for encrypting data using the RSA public-key cryptosystem.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2313
2314	PKCS #10: Certification Request Syntax Version 1.5	inf	This document describes a syntax for certification requests.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2314
2315	PKCS #7: Cryptographic Message Syntax Version 1.5	inf	This document describes a general syntax for data that may have cryptography applied to it, such as digital signatures and digital envelopes.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2315
2316	Report of the IAB Security Architecture Workshop	inf	On 3-5 March 1997, the IAB held a security architecture workshop at Bell Labs in Murray Hill, NJ.  We identified the core security components of the architecture, and specified several documents that need to be written.  Most importantly, we agreed that security was not optional, and that it needed t	https://www.rfc-editor.org/rfc/rfc2316
2317	Classless IN-ADDR.ARPA delegation	bcp	This document describes a way to do IN-ADDR.ARPA delegation on non-octet boundaries for address spaces covering fewer than 256 addresses.  This document specifies an Internet Best Current Practices for the Internet Community, and requests discussion and suggestions for improvements.	https://www.rfc-editor.org/rfc/rfc2317
2318	The text/css Media Type	inf	This memo provides information about the text/css Media Type.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2318
2319	Ukrainian Character Set KOI8-U	inf	This document provides information about character encoding KOI8-U (KOI8 Ukrainian) wich is a de-facto standard in Ukrainian Internet community.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2319
2320	Definitions of Managed Objects for Classical IP and ARP Over ATM Using SMIv2 (IPOA-MIB)	ps	The purpose of this memo is to define the Management Information Base (MIB) for supporting Classical IP and ARP over ATM as specified in Classical IP and ARP over ATM. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2320
2321	RITA -- The Reliable Internetwork Troubleshooting Agent	inf	A Description of the usage of Nondeterministic Troubleshooting and Diagnostic Methodologies as applied to today's complex nondeterministic networks and environments.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2321
2322	Management of IP numbers by peg-dhcp	inf	This RFC describes a protocol to dynamically hand out ip-numbers on field networks and small events that don't necessarily have a clear organisational body.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2322
2324	Hyper Text Coffee Pot Control Protocol (HTCPCP/1.0)	inf	This document describes HTCPCP, a protocol for controlling, monitoring, and diagnosing coffee pots.  This memo provides information for the Internet community.  It does not specify an Internet standard of any kind.	https://www.rfc-editor.org/rfc/rfc2324
2325	Definitions of Managed Objects for Drip-Type Heated Beverage Hardware Devices using SMIv2	inf	This memo defines an extension to the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it defines objects for the management of coffee-brewing and maintenance devices.  This memo provides information for the Internet community.  It	https://www.rfc-editor.org/rfc/rfc2325
2326	Real Time Streaming Protocol (RTSP)	ps	The Real Time Streaming Protocol, or RTSP, is an application-level protocol for control over the delivery of data with real-time properties.  RTSP provides an extensible framework to enable controlled, on-demand delivery of real-time data, such as audio and video. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2326
2327	SDP: Session Description Protocol	ps	This document defines the Session Description Protocol, SDP.  SDP is intended for describing multimedia sessions for the purposes of session announcement, session invitation, and other forms of multimedia session initiation. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc2327
